集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,36,徳島県,D,建設業,～19歳,19.38,17.32,249.88
2021,36,徳島県,D,建設業,20～24歳,21.57,27.8,286.64
2021,36,徳島県,D,建設業,25～29歳,25.5,32.35,338.35
2021,36,徳島県,D,建設業,30～34歳,30.53,75.28,441.64
2021,36,徳島県,D,建設業,35～39歳,27.07,59.36,384.2
2021,36,徳島県,D,建設業,40～44歳,34.46,87.32,500.84
2021,36,徳島県,D,建設業,45～49歳,33.11,95.2,492.52
2021,36,徳島県,D,建設業,50～54歳,32.85,74.99,469.19
2021,36,徳島県,D,建設業,55～59歳,28.6,55.39,398.59
2021,36,徳島県,D,建設業,60～64歳,31.46,69.54,447.06
2021,36,徳島県,D,建設業,65～69歳,29.81,38.38,396.1
2021,36,徳島県,D,建設業,70歳～,26.17,22.03,336.07
2021,36,徳島県,E,製造業,年齢計,27.82,110.16,444
2021,36,徳島県,E,製造業,～19歳,18,22.19,238.19
2021,36,徳島県,E,製造業,20～24歳,18.79,51.16,276.64
2021,36,徳島県,E,製造業,25～29歳,21.77,76.56,337.8
2021,36,徳島県,E,製造業,30～34歳,23.43,90.51,371.67
2021,36,徳島県,E,製造業,35～39歳,26.22,106.86,421.5
2021,36,徳島県,E,製造業,40～44歳,31.71,146.22,526.74
2021,36,徳島県,E,製造業,45～49歳,31.98,146.67,530.43
2021,36,徳島県,E,製造業,50～54歳,34.15,157.86,567.66
2021,36,徳島県,E,製造業,55～59歳,32.36,133.19,521.51
2021,36,徳島県,E,製造業,60～64歳,24.67,55.85,351.89
2021,36,徳島県,E,製造業,65～69歳,25.4,20.13,324.93
2021,36,徳島県,E,製造業,70歳～,20.2,27.16,269.56
2021,36,徳島県,F,電気・ガス・熱供給・水道業,年齢計,45.92,169.26,720.3
2021,36,徳島県,F,電気・ガス・熱供給・水道業,～19歳,-,-,-
2021,36,徳島県,F,電気・ガス・熱供給・水道業,20～24歳,21.81,55.22,316.94
2021,36,徳島県,F,電気・ガス・熱供給・水道業,25～29歳,26.56,90.92,409.64
2021,36,徳島県,F,電気・ガス・熱供給・水道業,30～34歳,30.89,113.65,484.33
2021,36,徳島県,F,電気・ガス・熱供給・水道業,35～39歳,38.83,150.66,616.62
2021,36,徳島県,F,電気・ガス・熱供給・水道業,40～44歳,39.3,153,624.6
2021,36,徳島県,F,電気・ガス・熱供給・水道業,45～49歳,50.1,183.57,784.77
2021,36,徳島県,F,電気・ガス・熱供給・水道業,50～54歳,58.67,220.85,924.89
2021,36,徳島県,F,電気・ガス・熱供給・水道業,55～59歳,55.91,221.23,892.15
2021,36,徳島県,F,電気・ガス・熱供給・水道業,60～64歳,26.84,26.14,348.22
2021,36,徳島県,F,電気・ガス・熱供給・水道業,65～69歳,-,-,-
2021,36,徳島県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2021,36,徳島県,G,情報通信業,年齢計,36.28,131.2,566.56
2021,36,徳島県,G,情報通信業,～19歳,-,-,-
2021,36,徳島県,G,情報通信業,20～24歳,22.09,42.82,307.9
2021,36,徳島県,G,情報通信業,25～29歳,23.87,75.18,361.62
2021,36,徳島県,G,情報通信業,30～34歳,26.16,72.22,386.14
2021,36,徳島県,G,情報通信業,35～39歳,29,97.07,445.07
2021,36,徳島県,G,情報通信業,40～44歳,34.46,123.7,537.22
2021,36,徳島県,G,情報通信業,45～49歳,40.59,149.15,636.23
2021,36,徳島県,G,情報通信業,50～54歳,47.91,201.24,776.16
2021,36,徳島県,G,情報通信業,55～59歳,49.89,202.88,801.56
2021,36,徳島県,G,情報通信業,60～64歳,31.53,101.15,479.51
2021,36,徳島県,G,情報通信業,65～69歳,24.88,42.04,340.6
2021,36,徳島県,G,情報通信業,70歳～,-,-,-
2021,36,徳島県,H,運輸業，郵便業,年齢計,23.2,43.1,321.5
2021,36,徳島県,H,運輸業，郵便業,～19歳,16.56,20.85,219.57
2021,36,徳島県,H,運輸業，郵便業,20～24歳,18.94,25.65,252.93
2021,36,徳島県,H,運輸業，郵便業,25～29歳,20.28,38.08,281.44
2021,36,徳島県,H,運輸業，郵便業,30～34歳,21.95,52.45,315.85
2021,36,徳島県,H,運輸業，郵便業,35～39歳,22.38,55.68,324.24
2021,36,徳島県,H,運輸業，郵便業,40～44歳,24.01,38.96,327.08
2021,36,徳島県,H,運輸業，郵便業,45～49歳,26.49,54.1,371.98
2021,36,徳島県,H,運輸業，郵便業,50～54歳,23.97,57.6,345.24
2021,36,徳島県,H,運輸業，郵便業,55～59歳,26.41,48.69,365.61
2021,36,徳島県,H,運輸業，郵便業,60～64歳,20.86,21.97,272.29
2021,36,徳島県,H,運輸業，郵便業,65～69歳,16.08,8.12,201.08
2021,36,徳島県,H,運輸業，郵便業,70歳～,17.17,17.24,223.28
2021,36,徳島県,I,卸売業，小売業,年齢計,25.68,56.82,364.98
2021,36,徳島県,I,卸売業，小売業,～19歳,16.91,7.17,210.09
2021,36,徳島県,I,卸売業，小売業,20～24歳,19.96,38.74,278.26
2021,36,徳島県,I,卸売業，小売業,25～29歳,22.25,51.11,318.11
2021,36,徳島県,I,卸売業，小売業,30～34歳,25,61.29,361.29
2021,36,徳島県,I,卸売業，小売業,35～39歳,25.45,67.08,372.48
2021,36,徳島県,I,卸売業，小売業,40～44歳,28.6,64.19,407.39
2021,36,徳島県,I,卸売業，小売業,45～49歳,27.96,71.81,407.33
2021,36,徳島県,I,卸売業，小売業,50～54歳,28.86,67.52,413.84
2021,36,徳島県,I,卸売業，小売業,55～59歳,28.23,66.29,405.05
2021,36,徳島県,I,卸売業，小売業,60～64歳,23.05,29.01,305.61
2021,36,徳島県,I,卸売業，小売業,65～69歳,23.47,4.58,286.22
2021,36,徳島県,I,卸売業，小売業,70歳～,20.73,7.66,256.42
2021,36,徳島県,J,金融業，保険業,年齢計,34.17,115.91,525.95
2021,36,徳島県,J,金融業，保険業,～19歳,17.91,0.82,215.74
2021,36,徳島県,J,金融業，保険業,20～24歳,21.68,41.11,301.27
2021,36,徳島県,J,金融業，保険業,25～29歳,25.01,85.13,385.25
2021,36,徳島県,J,金融業，保険業,30～34歳,25.75,82.2,391.2
2021,36,徳島県,J,金融業，保険業,35～39歳,33.94,148.26,555.54
2021,36,徳島県,J,金融業，保険業,40～44歳,37.42,127.52,576.56
2021,36,徳島県,J,金融業，保険業,45～49歳,35.73,110.82,539.58
2021,36,徳島県,J,金融業，保険業,50～54歳,40.47,158.69,644.33
2021,36,徳島県,J,金融業，保険業,55～59歳,43.8,157.44,683.04
2021,36,徳島県,J,金融業，保険業,60～64歳,27.92,39.48,374.52
2021,36,徳島県,J,金融業，保険業,65～69歳,35.39,97.22,521.9
2021,36,徳島県,J,金融業，保険業,70歳～,27.28,92.77,420.13
2021,36,徳島県,K,不動産業，物品賃貸業,年齢計,26.17,45.7,359.74
2021,36,徳島県,K,不動産業，物品賃貸業,～19歳,16.2,15.69,210.09
2021,36,徳島県,K,不動産業，物品賃貸業,20～24歳,18.82,31.4,257.24
2021,36,徳島県,K,不動産業，物品賃貸業,25～29歳,24.37,36.31,328.75
2021,36,徳島県,K,不動産業，物品賃貸業,30～34歳,23.03,43.18,319.54
2021,36,徳島県,K,不動産業，物品賃貸業,35～39歳,25.5,48.99,354.99
2021,36,徳島県,K,不動産業，物品賃貸業,40～44歳,23.07,39.09,315.93
2021,36,徳島県,K,不動産業，物品賃貸業,45～49歳,29.14,65.72,415.4
2021,36,徳島県,K,不動産業，物品賃貸業,50～54歳,27.74,45.09,377.97
2021,36,徳島県,K,不動産業，物品賃貸業,55～59歳,31.4,54.15,430.95
2021,36,徳島県,K,不動産業，物品賃貸業,60～64歳,27.12,29.1,354.54
2021,36,徳島県,K,不動産業，物品賃貸業,65～69歳,22,23.76,287.76
2021,36,徳島県,K,不動産業，物品賃貸業,70歳～,25.25,13.14,316.14
2021,36,徳島県,L,学術研究，専門・技術サービス業,年齢計,32.92,126.47,521.51
2021,36,徳島県,L,学術研究，専門・技術サービス業,～19歳,18.34,17.59,237.67
2021,36,徳島県,L,学術研究，専門・技術サービス業,20～24歳,22.99,139.28,415.16
2021,36,徳島県,L,学術研究，専門・技術サービス業,25～29歳,24,91.65,379.65
2021,36,徳島県,L,学術研究，専門・技術サービス業,30～34歳,26.19,93.4,407.68
2021,36,徳島県,L,学術研究，専門・技術サービス業,35～39歳,28.33,69.14,409.1
2021,36,徳島県,L,学術研究，専門・技術サービス業,40～44歳,40,186.76,666.76
2021,36,徳島県,L,学術研究，専門・技術サービス業,45～49歳,37.54,175.7,626.18
2021,36,徳島県,L,学術研究，専門・技術サービス業,50～54歳,36.55,152.52,591.12
2021,36,徳島県,L,学術研究，専門・技術サービス業,55～59歳,46.03,178.17,730.53
2021,36,徳島県,L,学術研究，専門・技術サービス業,60～64歳,34.77,83.63,500.87
2021,36,徳島県,L,学術研究，専門・技術サービス業,65～69歳,30.31,42.63,406.35
2021,36,徳島県,L,学術研究，専門・技術サービス業,70歳～,24.4,13.9,306.7
2021,36,徳島県,M,宿泊業，飲食サービス業,年齢計,23.14,28.48,306.16
2021,36,徳島県,M,宿泊業，飲食サービス業,～19歳,14.92,2.67,181.71
2021,36,徳島県,M,宿泊業，飲食サービス業,20～24歳,18.02,10.19,226.43
2021,36,徳島県,M,宿泊業，飲食サービス業,25～29歳,20.37,25.63,270.07
2021,36,徳島県,M,宿泊業，飲食サービス業,30～34歳,21.42,24.66,281.7
2021,36,徳島県,M,宿泊業，飲食サービス業,35～39歳,21.47,14.45,272.09
2021,36,徳島県,M,宿泊業，飲食サービス業,40～44歳,26.3,63.1,378.7
2021,36,徳島県,M,宿泊業，飲食サービス業,45～49歳,23.61,41.93,325.25
2021,36,徳島県,M,宿泊業，飲食サービス業,50～54歳,25.71,26.54,335.06
2021,36,徳島県,M,宿泊業，飲食サービス業,55～59歳,26.74,34.32,355.2
2021,36,徳島県,M,宿泊業，飲食サービス業,60～64歳,23.68,3.77,287.93
2021,36,徳島県,M,宿泊業，飲食サービス業,65～69歳,22.56,0.53,271.25
2021,36,徳島県,M,宿泊業，飲食サービス業,70歳～,18.73,3,227.76
2021,36,徳島県,N,生活関連サービス業，娯楽業,年齢計,25.67,35.02,343.06
2021,36,徳島県,N,生活関連サービス業，娯楽業,～19歳,12.36,0,148.32
2021,36,徳島県,N,生活関連サービス業，娯楽業,20～24歳,18.78,19.58,244.94
2021,36,徳島県,N,生活関連サービス業，娯楽業,25～29歳,23.17,28.58,306.62
2021,36,徳島県,N,生活関連サービス業，娯楽業,30～34歳,25.45,31.84,337.24
2021,36,徳島県,N,生活関連サービス業，娯楽業,35～39歳,27.5,40.31,370.31
2021,36,徳島県,N,生活関連サービス業，娯楽業,40～44歳,27.73,43.62,376.38
2021,36,徳島県,N,生活関連サービス業，娯楽業,45～49歳,27.71,41.48,374
2021,36,徳島県,N,生活関連サービス業，娯楽業,50～54歳,27.4,44.23,373.03
2021,36,徳島県,N,生活関連サービス業，娯楽業,55～59歳,31.02,50.56,422.8
2021,36,徳島県,N,生活関連サービス業，娯楽業,60～64歳,20.7,9.12,257.52
2021,36,徳島県,N,生活関連サービス業，娯楽業,65～69歳,24.76,18.06,315.18
2021,36,徳島県,N,生活関連サービス業，娯楽業,70歳～,16.25,4.3,199.3
2021,36,徳島県,O,教育，学習支援業,年齢計,33.9,96.54,503.34
2021,36,徳島県,O,教育，学習支援業,～19歳,-,-,-
2021,36,徳島県,O,教育，学習支援業,20～24歳,19.18,26.82,256.98
2021,36,徳島県,O,教育，学習支援業,25～29歳,22.32,50.79,318.63
2021,36,徳島県,O,教育，学習支援業,30～34歳,25.29,49.71,353.19
2021,36,徳島県,O,教育，学習支援業,35～39歳,33.51,75.34,477.46
2021,36,徳島県,O,教育，学習支援業,40～44歳,32.97,88.63,484.27
2021,36,徳島県,O,教育，学習支援業,45～49歳,35.47,83.8,509.44
2021,36,徳島県,O,教育，学習支援業,50～54歳,39.23,138.07,608.83
2021,36,徳島県,O,教育，学習支援業,55～59歳,44.71,152.24,688.76
2021,36,徳島県,O,教育，学習支援業,60～64歳,39.25,148.74,619.74
2021,36,徳島県,O,教育，学習支援業,65～69歳,34.35,134.03,546.23
2021,36,徳島県,O,教育，学習支援業,70歳～,35.22,102.98,525.62
2021,36,徳島県,P,医療，福祉,年齢計,25.74,67.59,376.47
2021,36,徳島県,P,医療，福祉,～19歳,14.89,0,178.68
2021,36,徳島県,P,医療，福祉,20～24歳,21.93,37.39,300.55
2021,36,徳島県,P,医療，福祉,25～29歳,25.09,57.42,358.5
2021,36,徳島県,P,医療，福祉,30～34歳,24.73,73.57,370.33
2021,36,徳島県,P,医療，福祉,35～39歳,26.34,71.61,387.69
2021,36,徳島県,P,医療，福祉,40～44歳,28.69,72.73,417.01
2021,36,徳島県,P,医療，福祉,45～49歳,26.46,80.39,397.91
2021,36,徳島県,P,医療，福祉,50～54歳,26.95,80.34,403.74
2021,36,徳島県,P,医療，福祉,55～59歳,25.93,68.41,379.57
2021,36,徳島県,P,医療，福祉,60～64歳,24.27,56.55,347.79
2021,36,徳島県,P,医療，福祉,65～69歳,25.9,62.08,372.88
2021,36,徳島県,P,医療，福祉,70歳～,17.47,29.3,238.94
2021,36,徳島県,Q,複合サービス事業,年齢計,25.4,86.41,391.21
2021,36,徳島県,Q,複合サービス事業,～19歳,18.31,33.72,253.44
2021,36,徳島県,Q,複合サービス事業,20～24歳,17.12,52.86,258.3
2021,36,徳島県,Q,複合サービス事業,25～29歳,19.11,62.73,292.05
2021,36,徳島県,Q,複合サービス事業,30～34歳,23,70.7,346.7
2021,36,徳島県,Q,複合サービス事業,35～39歳,24.14,83.8,373.48
2021,36,徳島県,Q,複合サービス事業,40～44歳,26.87,98.69,421.13
2021,36,徳島県,Q,複合サービス事業,45～49歳,30.97,115.98,487.62
2021,36,徳島県,Q,複合サービス事業,50～54歳,31.16,115.05,488.97
2021,36,徳島県,Q,複合サービス事業,55～59歳,32.49,119.05,508.93
2021,36,徳島県,Q,複合サービス事業,60～64歳,19.84,48.55,286.63
2021,36,徳島県,Q,複合サービス事業,65～69歳,14.53,3.46,177.82
2021,36,徳島県,Q,複合サービス事業,70歳～,-,-,-
2021,36,徳島県,R,サービス業（他に分類されないもの）,年齢計,20.33,25.32,269.28
2021,36,徳島県,R,サービス業（他に分類されないもの）,～19歳,17.71,23.05,235.57
2021,36,徳島県,R,サービス業（他に分類されないもの）,20～24歳,18.34,20.57,240.65
2021,36,徳島県,R,サービス業（他に分類されないもの）,25～29歳,18.61,27.93,251.25
2021,36,徳島県,R,サービス業（他に分類されないもの）,30～34歳,20.53,22.7,269.06
2021,36,徳島県,R,サービス業（他に分類されないもの）,35～39歳,20.02,26.84,267.08
2021,36,徳島県,R,サービス業（他に分類されないもの）,40～44歳,22.77,36.61,309.85
2021,36,徳島県,R,サービス業（他に分類されないもの）,45～49歳,20.23,24.54,267.3
2021,36,徳島県,R,サービス業（他に分類されないもの）,50～54歳,22.02,30.88,295.12
2021,36,徳島県,R,サービス業（他に分類されないもの）,55～59歳,22.18,36.24,302.4
2021,36,徳島県,R,サービス業（他に分類されないもの）,60～64歳,19.53,21.17,255.53
2021,36,徳島県,R,サービス業（他に分類されないもの）,65～69歳,17.59,9.03,220.11
2021,36,徳島県,R,サービス業（他に分類されないもの）,70歳～,16.89,6.03,208.71
2021,37,香川県,C,鉱業，採石業，砂利採取業,年齢計,29.63,35.62,391.18
2021,37,香川県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2021,37,香川県,C,鉱業，採石業，砂利採取業,20～24歳,-,-,-
2021,37,香川県,C,鉱業，採石業，砂利採取業,25～29歳,31.89,55,437.68
2021,37,香川県,C,鉱業，採石業，砂利採取業,30～34歳,23.27,18,297.24
2021,37,香川県,C,鉱業，採石業，砂利採取業,35～39歳,-,-,-
2021,37,香川県,C,鉱業，採石業，砂利採取業,40～44歳,28.84,23.6,369.68
2021,37,香川県,C,鉱業，採石業，砂利採取業,45～49歳,25.25,36.33,339.33
2021,37,香川県,C,鉱業，採石業，砂利採取業,50～54歳,36.97,54.5,498.14
2021,37,香川県,C,鉱業，採石業，砂利採取業,55～59歳,32.64,39.86,431.54
2021,37,香川県,C,鉱業，採石業，砂利採取業,60～64歳,27.8,23.67,357.27
2021,37,香川県,C,鉱業，採石業，砂利採取業,65～69歳,24.86,17.5,315.82
2021,37,香川県,C,鉱業，採石業，砂利採取業,70歳～,28.84,44,390.08
2021,37,香川県,D,建設業,年齢計,34.42,94.88,507.92
2021,37,香川県,D,建設業,～19歳,20.09,18.99,260.07
2021,37,香川県,D,建設業,20～24歳,21.28,37.31,292.67
2021,37,香川県,D,建設業,25～29歳,25.43,77,382.16
2021,37,香川県,D,建設業,30～34歳,27.35,113.81,442.01
2021,37,香川県,D,建設業,35～39歳,33.65,96.29,500.09
2021,37,香川県,D,建設業,40～44歳,37.18,107.84,554
2021,37,香川県,D,建設業,45～49歳,38.74,100.78,565.66
2021,37,香川県,D,建設業,50～54歳,43.92,110.37,637.41
2021,37,香川県,D,建設業,55～59歳,46.05,106.17,658.77
2021,37,香川県,D,建設業,60～64歳,38.23,114.29,573.05
2021,37,香川県,D,建設業,65～69歳,31.04,50.83,423.31
2021,37,香川県,D,建設業,70歳～,27.15,61.23,387.03
2021,37,香川県,E,製造業,年齢計,26.07,73.26,386.1
2021,37,香川県,E,製造業,～19歳,17.74,12.5,225.38
2021,37,香川県,E,製造業,20～24歳,18.74,42.81,267.69
2021,37,香川県,E,製造業,25～29歳,20.73,55.29,304.05
2021,37,香川県,E,製造業,30～34歳,23.58,69.33,352.29
