集計年,都道府県コード,都道府県名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2019,41,佐賀県,30～34歳,23.58,59.44,342.4
2019,41,佐賀県,35～39歳,24.96,67.52,367.04
2019,41,佐賀県,40～44歳,26.73,76.7,397.46
2019,41,佐賀県,45～49歳,27.56,78.29,409.01
2019,41,佐賀県,50～54歳,28.82,79.72,425.56
2019,41,佐賀県,55～59歳,27.73,74.05,406.81
2019,41,佐賀県,60～64歳,22.3,36.65,304.25
2019,41,佐賀県,65～69歳,19.84,24.52,262.6
2019,41,佐賀県,70歳～,19.35,18.3,250.5
2019,42,長崎県,年齢計,24.75,66.27,363.27
2019,42,長崎県,～19歳,15.74,9.77,198.65
2019,42,長崎県,20～24歳,18.84,33.59,259.67
2019,42,長崎県,25～29歳,21.35,53.36,309.56
2019,42,長崎県,30～34歳,23.31,61.02,340.74
2019,42,長崎県,35～39歳,24.58,68.99,363.95
2019,42,長崎県,40～44歳,26.25,76.45,391.45
2019,42,長崎県,45～49歳,28,86.97,422.97
2019,42,長崎県,50～54歳,27.97,81.34,416.98
2019,42,長崎県,55～59歳,27.55,83.17,413.77
2019,42,長崎県,60～64歳,23.42,46.46,327.5
2019,42,長崎県,65～69歳,20.28,33.21,276.57
2019,42,長崎県,70歳～,22.02,24.46,288.7
2019,43,熊本県,年齢計,25.98,70.3,382.06
2019,43,熊本県,～19歳,16.68,11.38,211.54
2019,43,熊本県,20～24歳,19.64,32.84,268.52
2019,43,熊本県,25～29歳,21.9,54.52,317.32
2019,43,熊本県,30～34歳,24.04,62,350.48
2019,43,熊本県,35～39歳,26.08,73.24,386.2
2019,43,熊本県,40～44歳,27.58,82.87,413.83
2019,43,熊本県,45～49歳,28.9,89.72,436.52
2019,43,熊本県,50～54歳,31.05,91.91,464.51
2019,43,熊本県,55～59歳,29.16,85.55,435.47
2019,43,熊本県,60～64歳,22.85,47.73,321.93
2019,43,熊本県,65～69歳,20.86,32.1,282.42
2019,43,熊本県,70歳～,24.86,46.22,344.54
2019,44,大分県,年齢計,25.98,70.6,382.36
2019,44,大分県,～19歳,17.47,20.12,229.76
2019,44,大分県,20～24歳,19.75,44.1,281.1
2019,44,大分県,25～29歳,21.82,60.2,322.04
2019,44,大分県,30～34歳,24.05,69.61,358.21
2019,44,大分県,35～39歳,25.02,69.78,370.02
2019,44,大分県,40～44歳,26.84,81.29,403.37
2019,44,大分県,45～49歳,29.66,90.71,446.63
2019,44,大分県,50～54歳,29.9,91.84,450.64
2019,44,大分県,55～59歳,30.54,84.28,450.76
2019,44,大分県,60～64歳,25.12,48.97,350.41
2019,44,大分県,65～69歳,21.33,20.55,276.51
2019,44,大分県,70歳～,19.18,10.35,240.51
2019,45,宮崎県,年齢計,24.02,61.59,349.83
2019,45,宮崎県,～19歳,16.67,8.9,208.94
2019,45,宮崎県,20～24歳,18.9,34.05,260.85
2019,45,宮崎県,25～29歳,20.18,47.89,290.05
2019,45,宮崎県,30～34歳,22.47,60.38,330.02
2019,45,宮崎県,35～39歳,24.28,62.56,353.92
2019,45,宮崎県,40～44歳,25.41,75.16,380.08
2019,45,宮崎県,45～49歳,27.56,84.12,414.84
2019,45,宮崎県,50～54歳,27.91,78.47,413.39
2019,45,宮崎県,55～59歳,26.38,73.39,389.95
2019,45,宮崎県,60～64歳,21.4,42.27,299.07
2019,45,宮崎県,65～69歳,22.52,24.94,295.18
2019,45,宮崎県,70歳～,17.72,15.34,227.98
2019,46,鹿児島県,年齢計,25.34,65.94,370.02
2019,46,鹿児島県,～19歳,16.68,18.01,218.17
2019,46,鹿児島県,20～24歳,18.92,35.88,262.92
2019,46,鹿児島県,25～29歳,20.9,50.34,301.14
2019,46,鹿児島県,30～34歳,23.5,59.38,341.38
2019,46,鹿児島県,35～39歳,24.36,64.84,357.16
2019,46,鹿児島県,40～44歳,27.53,71.07,401.43
2019,46,鹿児島県,45～49歳,27.91,82.4,417.32
2019,46,鹿児島県,50～54歳,30.91,95.73,466.65
2019,46,鹿児島県,55～59歳,28.25,81.53,420.53
2019,46,鹿児島県,60～64歳,23.04,46.66,323.14
2019,46,鹿児島県,65～69歳,23.47,34.02,315.66
2019,46,鹿児島県,70歳～,20.21,33.78,276.3
2019,47,沖縄県,年齢計,24.79,50.96,348.44
2019,47,沖縄県,～19歳,15.77,6.59,195.83
2019,47,沖縄県,20～24歳,18.33,23.77,243.73
2019,47,沖縄県,25～29歳,20.83,37.15,287.11
2019,47,沖縄県,30～34歳,23,47.26,323.26
2019,47,沖縄県,35～39歳,24.75,51.02,348.02
2019,47,沖縄県,40～44歳,26.35,61.75,377.95
2019,47,沖縄県,45～49歳,27.52,65.16,395.4
2019,47,沖縄県,50～54歳,29.8,67.41,425.01
2019,47,沖縄県,55～59歳,28.4,67.63,408.43
2019,47,沖縄県,60～64歳,21.93,33.09,296.25
2019,47,沖縄県,65～69歳,22.34,18.5,286.58
2019,47,沖縄県,70歳～,20.46,12.09,257.61
2020,01,北海道,年齢計,27.28,72.37,399.73
2020,01,北海道,～19歳,17.07,11.09,215.93
2020,01,北海道,20～24歳,19.66,36.13,272.05
2020,01,北海道,25～29歳,22.52,60.17,330.41
2020,01,北海道,30～34歳,25.32,68.43,372.27
2020,01,北海道,35～39歳,27.42,71.69,400.73
2020,01,北海道,40～44歳,28.45,84.55,425.95
2020,01,北海道,45～49歳,30.85,92.74,462.94
2020,01,北海道,50～54歳,31.2,94.07,468.47
2020,01,北海道,55～59歳,31.26,91.38,466.5
2020,01,北海道,60～64歳,26.71,52.53,373.05
2020,01,北海道,65～69歳,22.96,30.4,305.92
2020,01,北海道,70歳～,23.52,18.04,300.28
2020,02,青森県,年齢計,24.05,54.55,343.15
2020,02,青森県,～19歳,16.79,10.36,211.84
2020,02,青森県,20～24歳,18.23,33.08,251.84
2020,02,青森県,25～29歳,20.1,45.39,286.59
2020,02,青森県,30～34歳,22.03,53.29,317.65
2020,02,青森県,35～39歳,23.46,56.34,337.86
2020,02,青森県,40～44歳,25.13,60.2,361.76
2020,02,青森県,45～49歳,26.3,67.57,383.17
2020,02,青森県,50～54歳,26.94,64.13,387.41
2020,02,青森県,55～59歳,27.06,64.97,389.69
2020,02,青森県,60～64歳,23.07,39.96,316.8
2020,02,青森県,65～69歳,20.73,21.3,270.06
2020,02,青森県,70歳～,21.15,14.76,268.56
2020,03,岩手県,年齢計,24.59,62.36,357.44
2020,03,岩手県,～19歳,16.66,12.04,211.96
2020,03,岩手県,20～24歳,18.89,38.78,265.46
2020,03,岩手県,25～29歳,20.69,54.11,302.39
2020,03,岩手県,30～34歳,22.43,58.04,327.2
2020,03,岩手県,35～39歳,24.28,63.64,355
2020,03,岩手県,40～44歳,25.85,68.06,378.26
2020,03,岩手県,45～49歳,27.36,76.26,404.58
2020,03,岩手県,50～54歳,27.91,76.37,411.29
2020,03,岩手県,55～59歳,27.67,74.88,406.92
2020,03,岩手県,60～64歳,24.12,51.55,340.99
2020,03,岩手県,65～69歳,21.71,29.47,289.99
2020,03,岩手県,70歳～,21.74,28.17,289.05
2020,04,宮城県,年齢計,28.19,79.1,417.38
2020,04,宮城県,～19歳,17.5,8.9,218.9
2020,04,宮城県,20～24歳,19.57,42.84,277.68
2020,04,宮城県,25～29歳,22.25,58.71,325.71
2020,04,宮城県,30～34歳,24.98,66.04,365.8
2020,04,宮城県,35～39歳,27.96,78.64,414.16
2020,04,宮城県,40～44歳,30.35,90.84,455.04
2020,04,宮城県,45～49歳,31.98,100.79,484.55
2020,04,宮城県,50～54歳,33.71,107.94,512.46
2020,04,宮城県,55～59歳,34.04,104.39,512.87
2020,04,宮城県,60～64歳,26.78,60.35,381.71
2020,04,宮城県,65～69歳,25.36,41.75,346.07
2020,04,宮城県,70歳～,23.81,20.16,305.88
2020,05,秋田県,年齢計,24.67,60.32,356.36
2020,05,秋田県,～19歳,16.47,12.21,209.85
2020,05,秋田県,20～24歳,18.23,36.63,255.39
2020,05,秋田県,25～29歳,21.35,51.86,308.06
2020,05,秋田県,30～34歳,22.36,54.66,322.98
2020,05,秋田県,35～39歳,24.7,61.26,357.66
2020,05,秋田県,40～44歳,26.11,70.22,383.54
2020,05,秋田県,45～49歳,27.65,74.25,406.05
2020,05,秋田県,50～54歳,27.7,76.08,408.48
2020,05,秋田県,55～59歳,28.09,72.66,409.74
2020,05,秋田県,60～64歳,23.28,44.74,324.1
2020,05,秋田県,65～69歳,20.53,24.21,270.57
2020,05,秋田県,70歳～,19.65,18.74,254.54
2020,06,山形県,年齢計,25.19,65.24,367.52
2020,06,山形県,～19歳,16.5,13.22,211.22
2020,06,山形県,20～24歳,18.97,37.71,265.35
2020,06,山形県,25～29歳,21.18,52.92,307.08
2020,06,山形県,30～34歳,22.91,59.6,334.52
2020,06,山形県,35～39歳,24.48,64.14,357.9
2020,06,山形県,40～44歳,27.36,77.92,406.24
2020,06,山形県,45～49歳,27.81,82.79,416.51
2020,06,山形県,50～54歳,29.62,85.24,440.68
2020,06,山形県,55～59歳,28.62,79.03,422.47
2020,06,山形県,60～64歳,23.23,42.63,321.39
2020,06,山形県,65～69歳,21.69,27.4,287.68
2020,06,山形県,70歳～,20.43,17.23,262.39
2020,07,福島県,年齢計,26.73,67.36,388.12
2020,07,福島県,～19歳,17.34,9.19,217.27
2020,07,福島県,20～24歳,19.47,42.86,276.5
2020,07,福島県,25～29歳,22.35,57.11,325.31
2020,07,福島県,30～34歳,24.29,63.05,354.53
2020,07,福島県,35～39歳,26.4,68.88,385.68
2020,07,福島県,40～44歳,28.42,78.16,419.2
2020,07,福島県,45～49歳,29.48,79.68,433.44
2020,07,福島県,50～54歳,30.09,80.39,441.47
2020,07,福島県,55～59歳,31.12,89.64,463.08
2020,07,福島県,60～64歳,25.92,49.21,360.25
2020,07,福島県,65～69歳,27.2,29.16,355.56
2020,07,福島県,70歳～,25.82,27.53,337.37
2020,08,茨城県,年齢計,30.1,91.92,453.12
2020,08,茨城県,～19歳,17.63,15.23,226.79
2020,08,茨城県,20～24歳,20.54,36.5,282.98
2020,08,茨城県,25～29歳,23.74,62.49,347.37
2020,08,茨城県,30～34歳,26.26,75.3,390.42
2020,08,茨城県,35～39歳,29.69,96.77,453.05
2020,08,茨城県,40～44歳,31.24,105.16,480.04
2020,08,茨城県,45～49歳,33.79,114.51,519.99
2020,08,茨城県,50～54歳,36.07,122.08,554.92
2020,08,茨城県,55～59歳,38.03,135.23,591.59
2020,08,茨城県,60～64歳,27.64,63.17,394.85
2020,08,茨城県,65～69歳,24.7,30.19,326.59
2020,08,茨城県,70歳～,32.37,13.51,401.95
2020,09,栃木県,年齢計,29.15,79.17,428.97
2020,09,栃木県,～19歳,17.46,10.88,220.4
2020,09,栃木県,20～24歳,20.51,37.03,283.15
2020,09,栃木県,25～29歳,23.8,59.77,345.37
2020,09,栃木県,30～34歳,27.09,73.72,398.8
2020,09,栃木県,35～39歳,28.56,80.76,423.48
2020,09,栃木県,40～44歳,30.2,83.9,446.3
2020,09,栃木県,45～49歳,32.66,97.4,489.32
2020,09,栃木県,50～54歳,34.53,104.3,518.66
2020,09,栃木県,55～59歳,35.96,113.04,544.56
2020,09,栃木県,60～64歳,26.5,56.92,374.92
2020,09,栃木県,65～69歳,23.15,26.46,304.26
2020,09,栃木県,70歳～,27.3,26.74,354.34
2020,10,群馬県,年齢計,28.62,84.25,427.69
2020,10,群馬県,～19歳,18.29,13.45,232.93
2020,10,群馬県,20～24歳,20.16,39.78,281.7
2020,10,群馬県,25～29歳,22.88,64.61,339.17
2020,10,群馬県,30～34歳,25.33,78.06,382.02
2020,10,群馬県,35～39歳,27.94,85.35,420.63
2020,10,群馬県,40～44歳,30.47,96.23,461.87
2020,10,群馬県,45～49歳,31.67,101.45,481.49
2020,10,群馬県,50～54歳,34,111.66,519.66
2020,10,群馬県,55～59歳,34.19,109.11,519.39
2020,10,群馬県,60～64歳,25.35,53.59,357.79
2020,10,群馬県,65～69歳,26.22,43.64,358.28
2020,10,群馬県,70歳～,38.05,48.14,504.74
2020,11,埼玉県,年齢計,30.15,76.92,438.72
2020,11,埼玉県,～19歳,18.96,12.6,240.12
2020,11,埼玉県,20～24歳,21.96,39.75,303.27
2020,11,埼玉県,25～29歳,24.76,61.03,358.15
2020,11,埼玉県,30～34歳,27.73,68.48,401.24
2020,11,埼玉県,35～39歳,30.67,80.73,448.77
2020,11,埼玉県,40～44歳,31.45,86.12,463.52
2020,11,埼玉県,45～49歳,33.4,93.14,493.94
2020,11,埼玉県,50～54歳,34.12,94.19,503.63
2020,11,埼玉県,55～59歳,35.18,97.87,520.03
2020,11,埼玉県,60～64歳,28.85,61.59,407.79
2020,11,埼玉県,65～69歳,25.4,28.59,333.39
2020,11,埼玉県,70歳～,24.04,29.53,318.01
2020,12,千葉県,年齢計,30.2,81.17,443.57
2020,12,千葉県,～19歳,20.95,14.28,265.68
2020,12,千葉県,20～24歳,21.67,36.28,296.32
2020,12,千葉県,25～29歳,25.01,63.43,363.55
2020,12,千葉県,30～34歳,28.63,70.84,414.4
2020,12,千葉県,35～39歳,30.94,85.28,456.56
2020,12,千葉県,40～44歳,31.77,92.49,473.73
2020,12,千葉県,45～49歳,33.44,102.2,503.48
2020,12,千葉県,50～54歳,35.29,106.05,529.53
2020,12,千葉県,55～59歳,34.56,107.03,521.75
2020,12,千葉県,60～64歳,27.94,60.69,395.97
2020,12,千葉県,65～69歳,25.39,28.23,332.91
2020,12,千葉県,70歳～,28.63,24.69,368.25
2020,13,東京都,年齢計,37.36,119.68,568
2020,13,東京都,～19歳,17.54,8.7,219.18
2020,13,東京都,20～24歳,22.72,32.14,304.78
2020,13,東京都,25～29歳,26.88,72.88,395.44
2020,13,東京都,30～34歳,31.58,99.13,478.09
2020,13,東京都,35～39歳,36.56,122.12,560.84
2020,13,東京都,40～44歳,41.14,138.81,632.49
2020,13,東京都,45～49歳,43.23,153.99,672.75
2020,13,東京都,50～54歳,46.58,166.25,725.21
2020,13,東京都,55～59歳,47.93,171.19,746.35
2020,13,東京都,60～64歳,36.26,95.47,530.59
2020,13,東京都,65～69歳,31.16,49.59,423.51
2020,13,東京都,70歳～,24.47,25.48,319.12
2020,14,神奈川県,年齢計,33.52,99.69,501.93
2020,14,神奈川県,～19歳,19.46,10.96,244.48
2020,14,神奈川県,20～24歳,22.83,38.84,312.8
2020,14,神奈川県,25～29歳,26.43,71.23,388.39
2020,14,神奈川県,30～34歳,29.21,83.88,434.4
2020,14,神奈川県,35～39歳,32.97,106.07,501.71
2020,14,神奈川県,40～44歳,36.04,117.28,549.76
2020,14,神奈川県,45～49歳,37.09,120.01,565.09
2020,14,神奈川県,50～54歳,39.55,132.24,606.84
2020,14,神奈川県,55～59歳,40.38,129.77,614.33
2020,14,神奈川県,60～64歳,32.39,72.79,461.47
2020,14,神奈川県,65～69歳,29.1,33.77,382.97
2020,14,神奈川県,70歳～,27.66,31.79,363.71
2020,15,新潟県,年齢計,25.94,64.93,376.21
2020,15,新潟県,～19歳,17.72,9.94,222.58
2020,15,新潟県,20～24歳,19.59,35.84,270.92
2020,15,新潟県,25～29歳,21.58,49.67,308.63
2020,15,新潟県,30～34歳,23.92,58.18,345.22
2020,15,新潟県,35～39歳,25.66,67.65,375.57
2020,15,新潟県,40～44歳,27.27,75,402.24
2020,15,新潟県,45～49歳,28.56,80.63,423.35
2020,15,新潟県,50～54歳,28.76,76.86,421.98
2020,15,新潟県,55～59歳,29.12,80.29,429.73
2020,15,新潟県,60～64歳,24.74,46.91,343.79
2020,15,新潟県,65～69歳,23.97,25.45,313.09
2020,15,新潟県,70歳～,28.46,26.51,368.03
2020,16,富山県,年齢計,28.79,84.34,429.82
2020,16,富山県,～19歳,17.84,12.09,226.17
2020,16,富山県,20～24歳,19.74,44.25,281.13
2020,16,富山県,25～29歳,22.66,68.51,340.43
2020,16,富山県,30～34歳,25.39,77.6,382.28
2020,16,富山県,35～39歳,27.23,84.56,411.32
2020,16,富山県,40～44歳,29.83,89.05,447.01
2020,16,富山県,45～49歳,32.2,101.19,487.59
2020,16,富山県,50～54歳,33.7,112.11,516.51
2020,16,富山県,55～59歳,35.1,106.92,528.12
2020,16,富山県,60～64歳,27.62,69.89,401.33
2020,16,富山県,65～69歳,26.65,38.97,358.77
2020,16,富山県,70歳～,47.92,20.3,595.34
2020,17,石川県,年齢計,28.52,83.03,425.27
2020,17,石川県,～19歳,17.72,13.15,225.79
2020,17,石川県,20～24歳,20.06,45.09,285.81
2020,17,石川県,25～29歳,22.67,67.18,339.22
2020,17,石川県,30～34歳,26.02,78.95,391.19
2020,17,石川県,35～39歳,27.59,83.27,414.35
2020,17,石川県,40～44歳,30.35,92.78,456.98
2020,17,石川県,45～49歳,31.74,97.01,477.89
2020,17,石川県,50～54歳,32.96,107.44,502.96
2020,17,石川県,55～59歳,34.48,104.78,518.54
2020,17,石川県,60～64歳,27.19,62.85,389.13
2020,17,石川県,65～69歳,25.69,41.21,349.49
2020,17,石川県,70歳～,25.02,30.12,330.36
2020,18,福井県,年齢計,27.42,77.98,407.02
2020,18,福井県,～19歳,18.14,13.34,231.02
2020,18,福井県,20～24歳,20.08,43.12,284.08
2020,18,福井県,25～29歳,22.54,64.68,335.16
2020,18,福井県,30～34歳,25.43,75.93,381.09
2020,18,福井県,35～39歳,27.53,75.86,406.22
2020,18,福井県,40～44歳,28.45,82.86,424.26
2020,18,福井県,45～49歳,30.55,92.12,458.72
2020,18,福井県,50～54歳,31.73,103.57,484.33
2020,18,福井県,55～59歳,31.88,104.01,486.57
2020,18,福井県,60～64歳,26.36,59.31,375.63
2020,18,福井県,65～69歳,23.58,32.63,315.59
2020,18,福井県,70歳～,21.61,23.43,282.75
2020,19,山梨県,年齢計,28.74,92.06,436.94
2020,19,山梨県,～19歳,18.4,15.14,235.94
2020,19,山梨県,20～24歳,20.62,34.37,281.81
2020,19,山梨県,25～29歳,23.22,61.24,339.88
2020,19,山梨県,30～34歳,26.03,90.07,402.43
2020,19,山梨県,35～39歳,29.88,123.68,482.24
2020,19,山梨県,40～44歳,30.32,90.6,454.44
2020,19,山梨県,45～49歳,31.97,101.84,485.48
2020,19,山梨県,50～54歳,32.92,118.07,513.11
2020,19,山梨県,55～59歳,34.31,120.76,532.48
2020,19,山梨県,60～64歳,27.04,91.54,416.02
2020,19,山梨県,65～69歳,23.55,52.91,335.51
2020,19,山梨県,70歳～,21.85,12.84,275.04
2020,20,長野県,年齢計,28.35,82.23,422.43
2020,20,長野県,～19歳,17.86,13.27,227.59
2020,20,長野県,20～24歳,20.29,41.99,285.47
2020,20,長野県,25～29歳,22.84,64.45,338.53
2020,20,長野県,30～34歳,26.15,79.16,392.96
2020,20,長野県,35～39歳,27.62,82.22,413.66
2020,20,長野県,40～44歳,30.25,95.84,458.84
2020,20,長野県,45～49歳,31.88,98.89,481.45
2020,20,長野県,50～54歳,33.52,109.89,512.13
2020,20,長野県,55～59歳,32.84,102.05,496.13
2020,20,長野県,60～64歳,26.96,62.2,385.72
2020,20,長野県,65～69歳,23.83,31.78,317.74
2020,20,長野県,70歳～,24.09,18.54,307.62
2020,21,岐阜県,年齢計,28.91,81.26,428.18
2020,21,岐阜県,～19歳,17.87,11.67,226.11
2020,21,岐阜県,20～24歳,20.62,42.16,289.6
2020,21,岐阜県,25～29歳,24.44,68.57,361.85
2020,21,岐阜県,30～34歳,26.53,81.39,399.75
2020,21,岐阜県,35～39歳,28.98,87.82,435.58
2020,21,岐阜県,40～44歳,31.38,98.41,474.97
2020,21,岐阜県,45～49歳,32.43,102.35,491.51
2020,21,岐阜県,50～54歳,34.5,107.27,521.27
2020,21,岐阜県,55～59歳,33.22,91.62,490.26
2020,21,岐阜県,60～64歳,26.06,49.49,362.21
2020,21,岐阜県,65～69歳,23.14,26.85,304.53
2020,21,岐阜県,70歳～,24.43,27.16,320.32
2020,22,静岡県,年齢計,29.04,86.35,434.83
2020,22,静岡県,～19歳,18.45,13.63,235.03
2020,22,静岡県,20～24歳,20.57,42.08,288.92
2020,22,静岡県,25～29歳,23.39,67.06,347.74
2020,22,静岡県,30～34歳,25.99,79.34,391.22
2020,22,静岡県,35～39歳,29.33,89.76,441.72
2020,22,静岡県,40～44歳,30.76,96.77,465.89
2020,22,静岡県,45～49歳,32.19,104.03,490.31
2020,22,静岡県,50～54歳,34.26,116.54,527.66
2020,22,静岡県,55～59歳,35.01,110.8,530.92
2020,22,静岡県,60～64歳,27.27,63.73,390.97
2020,22,静岡県,65～69歳,23.83,35.21,321.17
2020,22,静岡県,70歳～,24.77,26.98,324.22
2020,23,愛知県,年齢計,31.41,107.06,483.98
2020,23,愛知県,～19歳,18.09,14.38,231.46
2020,23,愛知県,20～24歳,22.07,44.23,309.07
2020,23,愛知県,25～29歳,24.91,76.99,375.91
2020,23,愛知県,30～34歳,27.72,87.18,419.82
2020,23,愛知県,35～39歳,31.88,112.77,495.33
2020,23,愛知県,40～44歳,34.25,121.33,532.33
2020,23,愛知県,45～49歳,35.52,133.14,559.38
2020,23,愛知県,50～54歳,37.73,149.57,602.33
2020,23,愛知県,55～59歳,38.78,149.88,615.24
2020,23,愛知県,60～64歳,29.51,85.84,439.96
2020,23,愛知県,65～69歳,27.36,50.53,378.85
2020,23,愛知県,70歳～,21.51,34.74,292.86
2020,24,三重県,年齢計,29.44,88.38,441.66
2020,24,三重県,～19歳,17.98,17.27,233.03
2020,24,三重県,20～24歳,20.42,40.71,285.75
2020,24,三重県,25～29歳,23.54,66.12,348.6
2020,24,三重県,30～34歳,26.31,82.57,398.29
2020,24,三重県,35～39歳,29.29,92.79,444.27
2020,24,三重県,40～44歳,31.79,100.6,482.08
2020,24,三重県,45～49歳,34.3,119.21,530.81
2020,24,三重県,50～54歳,35.49,119.77,545.65
2020,24,三重県,55～59歳,34.95,108.08,527.48
2020,24,三重県,60～64歳,28.27,61.44,400.68
2020,24,三重県,65～69歳,23.65,29.68,313.48
2020,24,三重県,70歳～,23.54,16.53,299.01
2020,25,滋賀県,年齢計,30.15,92.74,454.54
2020,25,滋賀県,～19歳,18.03,12.21,228.57
2020,25,滋賀県,20～24歳,20.85,39.72,289.92
2020,25,滋賀県,25～29歳,23.86,65,351.32
2020,25,滋賀県,30～34歳,26.18,79.53,393.69
2020,25,滋賀県,35～39歳,28.98,89.65,437.41
2020,25,滋賀県,40～44歳,33.02,109.84,506.08
2020,25,滋賀県,45～49歳,33.85,112.15,518.35
2020,25,滋賀県,50～54歳,36.27,131.01,566.25
2020,25,滋賀県,55～59歳,37.03,128.2,572.56
2020,25,滋賀県,60～64歳,29.4,63.35,416.15
2020,25,滋賀県,65～69歳,23.86,27.6,313.92
2020,25,滋賀県,70歳～,22.57,33.3,304.14
2020,26,京都府,年齢計,31.08,90.34,463.3
2020,26,京都府,～19歳,18.31,29.38,249.1
2020,26,京都府,20～24歳,21.62,39.5,298.94
2020,26,京都府,25～29歳,24.78,67.38,364.74
2020,26,京都府,30～34歳,27.69,83.8,416.08
2020,26,京都府,35～39歳,30.72,95.39,464.03
2020,26,京都府,40～44歳,32.46,100.87,490.39
2020,26,京都府,45～49歳,34.7,104.95,521.35
2020,26,京都府,50～54歳,36.32,119.52,555.36
